"Statistic Label","County","Detailed Occupational Group","Year","UNIT","VALUE"
"Median Earned Income","Kilkenny","Print finishing and binding workers","2016","Euro",""
"Median Earned Income","Kilkenny","Barristers and judges (incl. Solicitors)","2016","Euro","54822"
"Median Earned Income","Kilkenny","Printers (incl. Pre-press technicians and Printing machine assistants)","2016","Euro","31962"
"Median Earned Income","Kilkenny","Prison service officers (below principal officer)","2016","Euro",""
"Median Earned Income","Kilkenny","Probation officers","2016","Euro",""
"Median Earned Income","Kilkenny","Production and process engineers","2016","Euro","47330"
"Median Earned Income","Kilkenny","Production managers and directors in construction","2016","Euro","46489"
"Median Earned Income","Kilkenny","Production managers and directors in manufacturing","2016","Euro","48572"
"Median Earned Income","Kilkenny","Programmers and software development professionals","2016","Euro","54930"
"Median Earned Income","Kilkenny","Protective service associate professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Psychologists","2016","Euro","54873"
"Median Earned Income","Kilkenny","Public relations professionals","2016","Euro",""
"Median Earned Income","Kilkenny","Biological scientists and biochemists","2016","Euro","60555"
"Median Earned Income","Kilkenny","Public services associate professionals","2016","Euro","51871"
"Median Earned Income","Kilkenny","Publicans and managers of licensed premises","2016","Euro","22536"
"Median Earned Income","Kilkenny","Purchasing managers and directors","2016","Euro","52925"
"Median Earned Income","Kilkenny","Quality assurance and regulatory professionals","2016","Euro","40911"
"Median Earned Income","Kilkenny","Quality assurance technicians","2016","Euro","41158"
"Median Earned Income","Kilkenny","Quality control and planning engineers","2016","Euro",""
"Median Earned Income","Kilkenny","Quarry workers and related operatives","2016","Euro","31044"
"Median Earned Income","Kilkenny","Rail and rolling stock builders and repairers","2016","Euro",""
"Median Earned Income","Kilkenny","Rail construction and maintenance operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Rail transport operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Boat and ship builders and repairers","2016","Euro",""
"Median Earned Income","Kilkenny","Rail travel assistants","2016","Euro",""
"Median Earned Income","Kilkenny","Refuse and salvage occupations","2016","Euro","24107"
"Median Earned Income","Kilkenny","Research and development managers","2016","Euro",""
"Median Earned Income","Kilkenny","Residential, day and domiciliary care managers and proprietors","2016","Euro","40629"
"Median Earned Income","Kilkenny","Restaurant and catering establishment managers and proprietors","2016","Euro","22461"
"Median Earned Income","Kilkenny","Road construction operatives","2016","Euro","31616"
"Median Earned Income","Kilkenny","Roofers, roof tilers and slaters","2016","Euro",""
"Median Earned Income","Kilkenny","Roundspersons and van salespersons","2016","Euro","27831"
"Median Earned Income","Kilkenny","Routine inspectors and testers","2016","Euro","31898"
"Median Earned Income","Kilkenny","Rubber process operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Book-keepers, payroll managers and wages clerks","2016","Euro","26153"
"Median Earned Income","Kilkenny","Sales accounts and business development managers","2016","Euro","48836"
"Median Earned Income","Kilkenny","Sales administrators","2016","Euro","25653"
"Median Earned Income","Kilkenny","Sales and retail assistants, cashiers and checkout operators (incl. Shelf fillers)","2016","Euro","16956"
"Median Earned Income","Kilkenny","Sales related occupations n.e.c. (incl. Estimators, valuers and assessors and Collector salespersons and credit agents)","2016","Euro","35557"
"Median Earned Income","Kilkenny","Sales supervisors","2016","Euro","23679"
"Median Earned Income","Kilkenny","School midday and crossing patrol occupations","2016","Euro",""
"Median Earned Income","Kilkenny","Science, engineering and production technicians n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Secondary education teaching professionals","2016","Euro","54623"
"Median Earned Income","Kilkenny","Secretarial and related occupations","2016","Euro","21017"
"Median Earned Income","Kilkenny","Security guards and related occupations","2016","Euro","24833"
"Median Earned Income","Kilkenny","Bricklayers and masons","2016","Euro","30675"
"Median Earned Income","Kilkenny","Senior care workers","2016","Euro",""
"Median Earned Income","Kilkenny","Senior police officers","2016","Euro",""
"Median Earned Income","Kilkenny","Senior professionals of educational establishments","2016","Euro","71796"
"Median Earned Income","Kilkenny","Sewing machinists","2016","Euro",""
"Median Earned Income","Kilkenny","Sheet metal workers","2016","Euro","33219"
"Median Earned Income","Kilkenny","Ship and hovercraft officers","2016","Euro",""
"Median Earned Income","Kilkenny","Shopkeepers and proprietors – wholesale and retail","2016","Euro","23638"
"Median Earned Income","Kilkenny","Skilled metal, electrical and electronic trades supervisors","2016","Euro","39956"
"Median Earned Income","Kilkenny","Skilled workers in horse-racing and related industries","2016","Euro","27069"
"Median Earned Income","Kilkenny","Smiths and forge workers (incl. Metal plate workers, and riveters)","2016","Euro",""
"Median Earned Income","Kilkenny","Brokers","2016","Euro","32901"
"Median Earned Income","Kilkenny","Social and humanities scientists","2016","Euro",""
"Median Earned Income","Kilkenny","Social services managers and directors","2016","Euro","58679"
"Median Earned Income","Kilkenny","Social workers","2016","Euro","49714"
"Median Earned Income","Kilkenny","Speech and language therapists","2016","Euro","45249"
"Median Earned Income","Kilkenny","Sports and leisure assistants","2016","Euro","15265"
"Median Earned Income","Kilkenny","Sports coaches, instructors and officials","2016","Euro","14088"
"Median Earned Income","Kilkenny","Sports players","2016","Euro","22355"
"Median Earned Income","Kilkenny","Stock control clerks and assistants","2016","Euro","31812"
"Median Earned Income","Kilkenny","Street cleaners","2016","Euro",""
"Median Earned Income","Kilkenny","Tailors and dressmakers","2016","Euro",""
"Median Earned Income","Kilkenny","Building and civil engineering technicians (incl. Engineering technicians)","2016","Euro","41016"
"Median Earned Income","Kilkenny","Taxi and cab drivers and chauffeurs","2016","Euro","15640"
"Median Earned Income","Kilkenny","Teaching assistants","2016","Euro",""
"Median Earned Income","Kilkenny","Teaching, special needs, and other educational professionals n.e.c.","2016","Euro","28815"
"Median Earned Income","Kilkenny","Telecommunications engineers","2016","Euro",""
"Median Earned Income","Kilkenny","Telephone salespersons","2016","Euro",""
"Median Earned Income","Kilkenny","Telephonists","2016","Euro",""
"Median Earned Income","Kilkenny","Textile process operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Textiles, garments and related trades n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Therapy professionals n.e.c.","2016","Euro","30876"
"Median Earned Income","Kilkenny","Tool makers, tool fitters and markers-out","2016","Euro",""
"Median Earned Income","Kilkenny","Advertising accounts managers and creative directors","2016","Euro",""
"Median Earned Income","Kilkenny","Bus and coach drivers","2016","Euro","18214"
"Median Earned Income","Kilkenny","Train and tram drivers","2016","Euro",""
"Median Earned Income","Kilkenny","Transport and distribution clerks and assistants","2016","Euro","32619"
"Median Earned Income","Kilkenny","Travel agency managers and proprietors","2016","Euro",""
"Median Earned Income","Kilkenny","Travel agents","2016","Euro","24144"
"Median Earned Income","Kilkenny","TV, video and audio engineers","2016","Euro",""
"Median Earned Income","Kilkenny","Undertakers, mortuary and crematorium assistants","2016","Euro",""
"Median Earned Income","Kilkenny","Upholsterers","2016","Euro",""
"Median Earned Income","Kilkenny","Van drivers","2016","Euro","22968"
"Median Earned Income","Kilkenny","Vehicle and parts salespersons and advisers","2016","Euro","33912"
"Median Earned Income","Kilkenny","Vehicle body builders and repairers (incl. Vehicle paint technicians)","2016","Euro","29797"
"Median Earned Income","Kilkenny","Business and financial project management professionals","2016","Euro","42363"
"Median Earned Income","Kilkenny","Vehicle technicians, mechanics and electricians (incl. Tyre, exhaust and windscreen fitters)","2016","Euro","25026"
"Median Earned Income","Kilkenny","Vehicle valeters and cleaners","2016","Euro","21520"
"Median Earned Income","Kilkenny","Veterinarians","2016","Euro","73057"
"Median Earned Income","Kilkenny","Veterinary nurses","2016","Euro",""
"Median Earned Income","Kilkenny","Vocational and industrial trainers and instructors","2016","Euro","33893"
"Median Earned Income","Kilkenny","Waiters and waitresses","2016","Euro","14588"
"Median Earned Income","Kilkenny","Waste disposal and environmental services managers","2016","Euro","63737"
"Median Earned Income","Kilkenny","Water and sewerage plant operatives","2016","Euro","47934"
"Median Earned Income","Kilkenny","Weavers and knitters","2016","Euro",""
"Median Earned Income","Kilkenny","Web design and development professionals","2016","Euro",""
"Median Earned Income","Kilkenny","Business and related associate professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Weighers, graders and sorters","2016","Euro",""
"Median Earned Income","Kilkenny","Welding trades (incl. Steel erectors)","2016","Euro","30167"
"Median Earned Income","Kilkenny","Welfare and housing associate professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Welfare professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Window cleaners","2016","Euro",""
"Median Earned Income","Kilkenny","Youth and community workers","2016","Euro","34469"
"Median Earned Income","Kilkenny","Business sales executives","2016","Euro","30000"
"Median Earned Income","Kilkenny","Business, research and administrative professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Butchers","2016","Euro","28975"
"Median Earned Income","Kilkenny","Buyers and procurement officers","2016","Euro","36699"
